ObjCoeff,yLP,Dual,RC,yInt,,,,
0.54542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_-93.846001_0.000000_-241.013702_0.000000_-78.587700_0.000000_-214.791306_0.000000_0.000000_0.000000_0.000000_0.000000_-205.388107_0.000000_-170.018402_-93.846001_-180.859802_-241.013702_-124.460999_,0.000000_0.000000_1241.253906_1276.536743_1251.462280_1287.397217_1130.241943_1218.507568_1154.818481_1161.276733_1137.932739_1137.932739_1126.866333_1013.227844_906.159424_910.165710_879.498779_1033.869629_965.722778_938.737183_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.511355,0.500000_0.700878_0.554329_0.684167_0.342084_0.171042_0.085521_0.042760_0.028135_0.043448_0.053115_0.064508_0.057309_0.116112_0.107703_0.110291_0.082559_0.081696_0.063595_0.085740_,-2134.000000_-750.182983_-1669.064575_0.000000_-1167.239746_-708.617798_-2196.564209_-579.774780_-2333.883789_-2360.260010_-794.627502_-1995.161621_-2522.000000_-2522.000000_-2522.000000_-1280.742554_-1001.609985_-728.627502_-1564.172485_-690.020020_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.54542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.352006,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-4848.366211_-2650.646484_-3219.898438_-118.387482_-1588.653809_-1936.495239_-3468.136719_-1537.663574_-5134.200684_-3525.275391_-2219.823242_-3453.935791_-5209.926270_-5384.966309_-5575.673828_-3070.631836_-1900.463623_-2308.606445_-118.387482_-1139.0347,0.000000_0.000000_-882.572571_-799.584412_-874.756775_-799.584412_-799.584412_-799.584412_-1099.460449_-1100.495728_-964.529480_-899.110168_-848.590149_-735.587036_-670.992920_-562.709351_-362.453278_-400.740295_-404.763824_-406.250458_,1,,,,
0.511355,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.042884_0.039521_0.073362_0.066597_0.054990_0.064508_0.063599_0.102675_0.086815_0.109514_0.081034_0.081696_0.071166_0.085740_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.295231,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-203.000000_0.000000_0.000000_-1218.000000_0.000000_-841.000000_-1247.000000_-1392.000000_-145.000000_-1392.000000_-435.000000_0.000000_-1160.000000_-1392.000000_-841.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_1014.366028_1092.760986_1141.000000_1104.750000_955.208984_1010.792297_940.539368_956.067139_977.506897_723.954041_704.189941_617.254028_347.127625_636.372925_667.405273_702.002380_869.537354_767.987549_,0,,,,
0.40916,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.329296,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_793.306396_807.256470_806.157654_855.246582_802.780396_902.507812_929.202820_814.966736_672.361755_668.202454_661.016113_661.016113_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.43187,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-4088.234131_-2648.758545_-1623.874023_-5833.304688_-4595.128906_-2061.185059_-4258.971680_-3434.543945_-5665.652344_-5147.181152_-6329.020020_-3129.991211_-6499.865723_-5094.916016_-5395.887207_-2483.990479_-2181.249512_-487.162201_-3617.151123_-3373.572,0.000000_0.000000_-1525.286987_-1451.320190_-1605.014038_-1413.902832_-1290.457397_-1181.803467_-917.602295_-814.901489_-745.895081_-619.631042_-611.112427_-500.005249_-474.848175_-383.566376_-318.466583_-288.810638_-187.044632_-182.710327_,1,,,,
0.795231,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-202.943207_0.000000_-165.609604_-117.606400_-99.449600_-220.084000_-199.682800_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_532.216553_542.618408_535.518005_619.815613_530.679626_0.000000_0.000000_0.000000_424.840424_277.125458_,0,,,,
0.272521,0.500000_0.423197_0.257401_0.128700_0.560228_0.780114_0.890057_0.945028_0.930588_0.943979_0.946885_0.935492_0.917201_0.858278_0.888513_0.887864_0.918966_0.918304_0.928834_0.914260_,-413.647400_-75.000000_-75.000000_-439.503296_-73.542099_-141.910706_-75.000000_-809.758789_-319.950012_-75.000000_-217.676804_-305.078094_-409.894714_-75.000000_-311.129608_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_-216.576141_-215.279266_-118.190704_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.63626,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_1667.629150_1671.510986_1637.691528_1630.342773_1624.910889_1560.590942_1570.838379_1612.203491_1572.979370_1592.204224_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_2676.881104_2670.435791_2677.149658_2608.448975_2633.733154_2693.951660_2687.351318_2657.944580_2604.182373_2598.489014_2602.137207_2591.804443_2591.804443_2591.804443_,0,,,,
0.579485,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-5834.904785_-6170.355957_-2465.024902_-2420.619141_-1941.754395_-1207.403809_-6343.043457_-5870.984863_-5294.226074_-5739.683594_-6016.308594_-4925.766113_-4001.287842_-6073.128906_-3514.843506_-5282.244141_-4987.995605_-2156.385498_-1145.433594_-1290.73,0.000000_0.000000_-1999.942627_-2042.229126_-1925.843140_-1934.881958_-1928.186279_-1880.123047_-1802.238525_-1787.709595_-1787.709595_-1423.582031_-1421.569336_-1392.205200_-1374.687866_-1292.420654_-1260.826538_-1112.399902_-1248.798340_-1248.798340_,1,,,,
0.88645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-145.000000_0.000000_-145.000000_0.000000_0.000000_0.000000_-174.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_1925.445801_2058.681396_1640.411011_1772.773071_1790.988037_1784.179810_1749.642456_1677.617676_1642.448730_1710.347168_1677.797729_1427.625366_1585.569458_1666.326294_1666.001465_1483.255493_1543.811890_,0,,,,
0.238456,0.500000_0.423197_0.211599_0.105799_0.261714_0.453420_0.483359_0.501054_0.452324_0.383040_0.458113_0.348079_0.400004_0.345612_0.411355_0.435021_0.451746_0.448944_0.447010_0.442441_,0.000000_-251.064102_0.000000_0.000000_-321.589111_0.000000_-305.953186_0.000000_-97.980003_-793.560974_0.000000_-323.338409_0.000000_-721.150330_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.329485,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.579485,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.56813,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_161.599854_0.000000_0.000000_0.000000_0.000000_0.000000_132.074478_300.184021_0.000000_,0,,,,
0.329485,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_,-8351.877930_-2427.397461_-7698.647949_-1251.082520_-2568.772461_-6586.169434_-4942.042480_-7567.242188_-5123.977539_-4861.995117_-4142.294434_,0.000000_0.000000_-2480.258301_-2006.336304_-2012.849609_-1607.486450_-1607.486450_-1607.486450_-1607.486450_-1607.486450_-1607.486450_,1,,,,
0.647805,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.65916,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.84084,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.011355,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.70458,0.500000_0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000000_,-7754.709473_-3430.468018_-2873.894775_-5161.978516_-4572.379395_-2525.371094_-2053.704102_-7274.344727_-2065.747803_-1569.522461_-6767.757324_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.511355,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.20458,0.500000_0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_1.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.556775,0.500000_0.250000_0.125000_0.062500_0.531250_0.765625_0.882812_0.941406_0.970703_0.985352_1.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.84084,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_4967.425781_4967.425781_4967.425781_4967.425781_4967.425781_4967.425781_4967.425781_4967.425781_,0,,,,
0.920515,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_-608.553589_-486.848694_-2473.072266_0.000000_0.000000_-972.886475_0.000000_-1298.205444_-1591.215576_-525.994812_,0.000000_0.000000_3292.459473_3516.588379_3813.239990_3922.154541_3882.584961_3803.799805_3884.890869_3786.907959_3931.845703_,0,,,,
0.13645,0.500000_0.250000_0.375000_0.687500_0.843750_0.921875_0.960938_0.980469_0.990234_0.995117_1.000000_,-593.945007_-557.840820_-137.316299_-517.663330_0.000000_-122.306801_-376.512390_0.000000_0.000000_-448.804413_-482.161896_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.31813,0.500000_0.500000_0.497350_0.248675_0.124337_0.062169_0.031084_0.015542_0.007771_0.003886_0.000000_,0.000000_0.000000_0.000000_0.000000_-630.081909_-121.949600_-1467.973755_-1385.589355_0.000000_0.000000_-229.940002_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.852385,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_3784.196777_3645.517822_4059.056396_3776.545898_3750.872314_3773.410400_4053.744873_3925.204834_,0,,,,
0,0.500000_0.500000_0.252650_0.126325_0.063163_0.031581_0.015791_0.007895_0.003948_0.001974_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.0681302,0.500000_0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.47729,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.420515,0.500000_0.750000_0.625000_0.312500_0.156250_0.078125_0.039062_0.019531_0.009766_0.004883_0.000000_,0.000000_-353.924011_-520.914001_-623.245972_-575.020020_-497.885498_-667.934021_-542.526001_0.000000_-1534.553955_-528.359985_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.88645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-164.705200_0.000000_,0.000000_0.000000_1459.464844_0.000000_0.000000_249.318359_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.68187,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.77271,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,-100.492798_-102.089203_-1065.374146_0.000000_-438.479309_-218.378601_-828.830017_-2664.324951_0.000000_-689.339722_-2711.849121_,0.000000_0.000000_1328.976929_1140.412964_1148.744141_1501.503296_1228.049194_1219.174316_1235.455322_1493.934326_1244.798340_,0,,,,
1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_3617.600830_3592.780518_4080.199219_4256.413086_4309.524902_4187.136719_4581.413086_4126.843750_,0,,,,
