LB,ObjCoeff,y_lp_sum,Dual,ylp,yint
55914.4,0.420515,0.500000_0.587021_0.476600_0.738300_0.869150_0.537588_0.768794_0.846558_0.923279_0.961640_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.372810_0.051414_0.000000_0.063708_,0.000000_-347.764496_-228.862000_0.000000_-249.936005_0.000000_-395.545990_-746.544006_-725.958008_-21.834749_0.000000_-335.757996_-407.388000_0.000000_-382.679993_0.000000_0.000000_0.000000_0.000000_0.000000_,0.0637082,1
55914.4,0.88645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-973.364319_-761.223572_-553.756897_-1188.771118_-524.415222_,0,0
55914.4,0.68187,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.77271,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-162.320084_-518.850220_-524.315674_0.000000_-379.023590_0.000000_-2759.871826_-1678.641724_-635.140015_-2280.976807_-304.612000_-338.302795_-2380.232666_-613.523193_0.000000_-257.802490_-1551.139404_-832.736694_-537.972290_-852.803101_,0,0
55914.4,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.102195,0.500000_0.750000_0.875000_0.937500_0.968750_0.587388_0.793694_0.859008_0.929504_0.964752_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.999900_1.000000_1.000000_,-290.464722_-903.012329_-687.567505_-219.173904_-94.755898_-456.314209_-314.312988_-1941.014404_-1470.050293_-157.517303_-485.781097_-425.201385_-366.649200_-802.984009_-301.431000_0.000000_-91.561798_-92.526299_0.000000_-94.755898_,1,1
55914.4,0.88645,0.500000_0.250000_0.125000_0.062500_0.031250_0.412612_0.206306_0.140992_0.070496_0.035248_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000100_0.000000_0.000000_,0.000000_-1877.928345_-926.891113_-154.691406_-87.477600_0.000000_-336.214111_-2575.576904_-2940.129883_-34.935600_-1831.218628_-419.697510_-509.234985_0.000000_-133.938004_-844.483215_-1530.163818_-755.244629_-1701.605347_-824.788818_,0,0
55914.4,0.86374,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.965935,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-190.964798_0.000000_0.000000_-398.497986_0.000000_0.000000_0.000000_0.000000_-508.112000_0.000000_-761.530029_0.000000_-619.558472_-721.791992_-10.047700_-162.320084_-610.411987_-616.841980_-338.723297_-631.705994_,0,0
55914.4,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.443225,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.61374,0.500000_0.412979_0.523400_0.261700_0.130850_0.065425_0.032712_0.016356_0.008178_0.004089_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.0340651,0.500000_0.587021_0.476600_0.238300_0.152880_0.076440_0.038220_0.019110_0.009555_0.004777_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.028615_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.193225,0.500000_0.250000_0.125000_0.062500_0.531250_0.671864_0.393176_0.372381_0.186190_0.093095_0.000000_0.000000_0.010583_0.000000_0.000599_0.000000_0.000000_0.028807_-0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-154.604004_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-677.294800_-502.128204_-720.158630_-729.006592_-643.178223_,0,1
55914.4,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.40916,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.95458,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.084916_0.042458_0.021229_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-2663.621582_-1470.254028_-3014.330078_-4016.895020_-1949.889038_-1309.795044_-3377.145020_-3833.455078_-3365.063721_-3114.745117_-2459.804932_-3328.544922_-2976.379883_-1469.964966_-3187.334961_-2833.639893_-1564.099976_-3014.330078_-4016.895020_-2074.35,0,0
55914.4,0.0340651,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.915084_0.957542_0.978771_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,1
55914.4,0.54542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_-241.013702_0.000000_0.000000_-202.628693_0.000000_0.000000_-186.884705_-147.588303_-199.712708_-178.582794_-88.197899_0.000000_-170.018402_-93.846001_-180.859802_-241.013702_-124.460999_,0,0
55914.4,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.511355,0.500000_0.250000_0.125000_0.062500_0.031250_0.244090_0.122045_0.061023_0.030511_0.015256_0.000000_0.000000_0.002990_0.000000_0.000000_0.000000_0.000000_0.030699_0.000000_0.000000_,0.000000_-240.386398_-174.870605_-46.731899_-449.618988_-837.457397_-120.275803_0.000000_0.000000_-1641.182495_-288.957001_-1575.518188_0.000000_-1433.055054_-1530.911255_-1280.742554_-1001.609985_-728.627502_-1610.904419_-1139.639038_,0,0
55914.4,0.54542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.352195,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_0.979415_1.000000_1.000000_,-3070.631836_-2050.500244_-2308.606445_-227.686279_-1588.653809_-2733.574463_-3121.521484_-2194.667236_-1863.960815_-3363.786621_-3062.944092_-3731.771240_-3503.041504_-4195.743652_-3369.437500_-3070.631836_-2650.646484_-2308.606445_-165.119385_-1588.6538,1,1
55914.4,0.511355,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.29542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.019359_0.193317_0.096658_0.048329_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.627190_0.961716_1.000000_0.936292_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.936292,0
55914.4,0.40916,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.329485,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.43187,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1086.745850_-3180.989014_-1391.891968_-4869.242188_-1362.404419_-912.810486_-5508.292969_-3426.759033_-2671.312012_-3826.154785_-4003.363037_-4333.025879_-3043.047119_-2689.599609_-3545.868652_-1086.745850_-3180.989014_-1391.891968_-1460.772583_-1362.404,1,1
55914.4,0.79542,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_-1499.609131_-904.729797_-2086.818115_0.000000_0.000000_-1416.418213_-881.166626_-1259.332764_0.000000_0.000000_-2816.466797_-782.497803_-1120.666504_-1156.261475_0.000000_-1499.609131_-904.729797_0.000000_0.000000_,0,0
55914.4,0.27271,0.500000_0.587021_0.793510_0.896755_0.586583_0.426809_0.680067_0.758310_0.879155_0.939577_1.000000_1.000000_0.994445_1.000000_1.000000_1.000000_1.000000_0.958512_1.000000_1.000000_,-387.025604_0.000000_0.000000_0.000000_-367.530396_-109.700798_-309.208008_-349.660797_-122.459801_-391.920013_0.000000_-217.676804_0.000000_0.000000_-269.862396_0.000000_0.000000_0.000000_0.000000_0.000000_,1,1
55914.4,0.63645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.579485,0.500000_0.750000_0.875000_0.437500_0.649518_0.691241_0.378958_0.273098_0.136549_0.068274_0.000000_0.000000_0.011467_0.000000_0.000599_0.000000_0.000000_0.041488_-0.000000_-0.000000_,-5886.333496_-6028.803223_-3236.186768_-1614.080688_-2703.444824_-1207.403809_-5182.537109_-6446.372559_-5645.661621_-5423.780273_-5064.406250_-6048.596680_-3621.581055_-2989.876465_-3639.727051_-5063.903809_-4808.664062_-2156.385498_-1145.433594_-1290.73,-2.55E-13,1
55914.4,0.88645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55914.4,0.238645,0.500000_0.250000_0.125000_0.562500_0.350482_0.309446_0.654723_0.775921_0.887961_0.943980_1.000000_1.000000_0.989417_1.000000_0.999401_1.000000_1.000000_0.958512_1.000000_1.000000_,0.000000_-286.930389_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-326.720001_0.000000_0.000000_0.000000_0.000000_-241.891006_-179.331497_-257.199493_-260.359497_-229.706497_,1,0
55470.2,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.329485,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.579485,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.56813,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.329485,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_,-5888.545410_-5136.847656_-5397.187500_-3760.635010_-7236.102539_-3748.919922_-2722.228271_-5307.551270_-7626.012695_-9067.447266_-4873.259766_,1,1
55470.2,0.647805,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.65916,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.84084,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.011355,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.70458,0.500000_0.606133_0.303066_0.151533_0.075767_0.037883_0.018942_0.009471_0.004735_0.002368_0.000000_,-5484.020508_-2556.627930_-8546.118164_-2739.423584_-3059.531738_-2657.986084_-1612.546265_-7557.288086_-4345.438965_-5825.117188_-4423.698730_,0,0
55470.2,0.511355,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.20458,0.500000_0.500428_0.750214_0.875107_0.937554_0.968777_0.984388_0.992194_0.996097_0.998049_1.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,1
55470.2,0.556775,0.500000_0.250000_0.125000_0.062500_0.531250_0.765625_0.882812_0.941406_0.970703_0.985352_1.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,1
55470.2,0.84084,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.920515,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,-604.901672_-1905.364502_0.000000_-1892.091187_-1385.905029_-1913.480347_-2583.596680_0.000000_-745.201477_-1816.935913_0.000000_,0,0
55470.2,0.13645,0.500000_0.250000_0.388036_0.694018_0.847009_0.923504_0.961752_0.980876_0.990438_0.995219_1.000000_,-170.613297_-537.410522_-677.019226_0.000000_0.000000_-539.699585_0.000000_0.000000_0.000000_0.000000_-686.970886_,1,1
55470.2,0.31813,0.500000_0.500428_0.261261_0.170482_0.085241_0.042621_0.021310_0.010655_0.005328_0.002664_0.000000_,0.000000_0.000000_-497.828094_0.000000_-130.174713_0.000000_0.000000_-1162.755005_-76.620399_0.000000_-252.401199_,0,0
55470.2,0.852385,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0,0.500000_0.499572_0.475703_0.237852_0.118926_0.059463_0.029731_0.014866_0.007433_0.003716_0.000000_,-234.251099_-84.613503_0.000000_0.000000_0.000000_-243.685501_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.0681302,0.500000_0.499572_0.249786_0.124893_0.062446_0.031223_0.015612_0.007806_0.003903_0.001951_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.47729,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.420515,0.500000_0.750000_0.611964_0.305982_0.152991_0.076496_0.038248_0.019124_0.009562_0.004781_0.000000_,-733.072021_-637.776001_-569.856018_-545.573975_-516.703979_-1352.165039_-514.961975_-701.820007_-406.274994_-367.589996_-347.122498_,0,0
55470.2,0.88645,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.68187,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.77271,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,-392.246399_-431.046906_-1878.527954_0.000000_-537.104797_0.000000_-2111.274902_-387.916809_-1385.344360_0.000000_-1272.068848_,0,0
55470.2,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
55470.2,0.102195,0.500000_0.750000_0.638036_0.319018_0.659509_0.829754_0.914877_0.957439_0.978719_0.989360_1.000000_,0.000000_-329.624115_-495.422394_-615.029724_-1438.213623_-517.981201_-549.197083_0.000000_-753.028381_-70.833298_-1281.004028_,1,1
55470.2,0.88645,0.500000_0.250000_0.361964_0.680982_0.340491_0.170246_0.085123_0.042561_0.021281_0.010640_0.000000_,-952.993591_-1753.884033_-1253.683228_-681.967529_-1782.628784_-1178.810547_-437.717712_-912.366028_-2193.885010_-477.867004_-1874.461548_,0,0
